origin,type_origin,destination,tipo_destination,distance_euclidiane,distance_geo
C4,clasification,L4,washing,2,440.235
C4,clasification,L5,washing,2,439.168
C4,clasification,L6,washing,2,440.565
C4,clasification,L7,washing,3,454.27
C5,clasification,L0,washing,0,10.277
C5,clasification,L1,washing,1,180.39
C5,clasification,L2,washing,2,419.015
C5,clasification,L3,washing,2,430.966
C5,clasification,L4,washing,2,437.462
C5,clasification,L5,washing,2,436.395
C5,clasification,L6,washing,2,437.793
C5,clasification,L7,washing,3,451.497
C6,clasification,L0,washing,0,10.355
C6,clasification,L1,washing,1,180.468
C6,clasification,L2,washing,2,419.093
C6,clasification,L3,washing,2,431.044
C6,clasification,L4,washing,2,437.54
C6,clasification,L5,washing,2,436.474
C6,clasification,L6,washing,2,437.871
C6,clasification,L7,washing,3,451.575
C7,clasification,L0,washing,0,1.986
C7,clasification,L1,washing,1,180.12
C7,clasification,L2,washing,2,418.745
C7,clasification,L3,washing,2,430.696
C7,clasification,L4,washing,2,437.192
C7,clasification,L5,washing,2,436.125
C7,clasification,L6,washing,2,437.523
C7,clasification,L7,washing,3,451.227
C8,clasification,L0,washing,1,175.398
C8,clasification,L1,washing,0,6.832
C8,clasification,L2,washing,1,273.654
C8,clasification,L3,washing,1,285.606
C8,clasification,L4,washing,1,292.102
C8,clasification,L5,washing,1,291.035
C8,clasification,L6,washing,1,292.432
C8,clasification,L7,washing,1,306.137
C9,clasification,L0,washing,1,175.398
C9,clasification,L1,washing,0,6.832
C9,clasification,L2,washing,1,273.654
C9,clasification,L3,washing,1,285.606
C9,clasification,L4,washing,1,292.102
C9,clasification,L5,washing,1,291.035
C9,clasification,L6,washing,1,292.432
C9,clasification,L7,washing,1,306.137
C10,clasification,L0,washing,1,175.398
C10,clasification,L1,washing,0,6.832
C10,clasification,L2,washing,1,273.654
C10,clasification,L3,washing,1,285.606
C10,clasification,L4,washing,1,292.102
C10,clasification,L5,washing,1,291.035
C10,clasification,L6,washing,1,292.432
C10,clasification,L7,washing,1,306.137
C11,clasification,L0,washing,2,417.913
C11,clasification,L1,washing,1,265.994
C11,clasification,L2,washing,0,2.661
C11,clasification,L3,washing,0,13.518
C11,clasification,L4,washing,0,20.014
C11,clasification,L5,washing,0,18.947
C11,clasification,L6,washing,0,20.344
C11,clasification,L7,washing,0,34.049
C12,clasification,L0,washing,2,429.402
C12,clasification,L1,washing,1,277.483
C12,clasification,L2,washing,0,14.15
C12,clasification,L3,washing,0,5.571
C12,clasification,L4,washing,0,5.4
C12,clasification,L5,washing,0,9.591
C12,clasification,L6,washing,0,12.402
C12,clasification,L7,washing,0,26.107
C13,clasification,L0,washing,2,425.247
C13,clasification,L1,washing,1,273.328
C13,clasification,L2,washing,0,9.996
C13,clasification,L3,washing,0,5.294
C13,clasification,L4,washing,0,11.79
C13,clasification,L5,washing,0,10.723
C13,clasification,L6,washing,0,12.121
C13,clasification,L7,washing,0,25.825
C14,clasification,L0,washing,2,426.252
C14,clasification,L1,washing,1,274.333
C14,clasification,L2,washing,0,11.001
C14,clasification,L3,washing,0,4.805
C14,clasification,L4,washing,0,11.3
C14,clasification,L5,washing,0,10.234
C14,clasification,L6,washing,0,11.631
C14,clasification,L7,washing,0,25.336
C15,clasification,L0,washing,2,428.87
C15,clasification,L1,washing,1,276.951
C15,clasification,L2,washing,0,13.618
C15,clasification,L3,washing,0,5.039
C15,clasification,L4,washing,0,4.868
C15,clasification,L5,washing,0,9.059
C15,clasification,L6,washing,0,11.87
C15,clasification,L7,washing,0,25.575
C16,clasification,L0,washing,2,443.5
C16,clasification,L1,washing,1,291.581
C16,clasification,L2,washing,0,28.248
C16,clasification,L3,washing,0,19.669
C16,clasification,L4,washing,0,13.589
C16,clasification,L5,washing,0,18.103
C16,clasification,L6,washing,0,11.531
C16,clasification,L7,washing,0,16.771
C17,clasification,L0,washing,2,427.881
C17,clasification,L1,washing,1,275.962
C17,clasification,L2,washing,0,12.629
C17,clasification,L3,washing,0,4.05
C17,clasification,L4,washing,0,3.777
C17,clasification,L5,washing,0,7.968
C17,clasification,L6,washing,0,10.881
C17,clasification,L7,washing,0,24.586
C18,clasification,L0,washing,2,441.661
C18,clasification,L1,washing,1,289.742
C18,clasification,L2,washing,0,26.41
C18,clasification,L3,washing,0,17.83
C18,clasification,L4,washing,0,11.751
C18,clasification,L5,washing,0,16.264
C18,clasification,L6,washing,0,9.692
C18,clasification,L7,washing,0,14.198
C19,clasification,L0,washing,2,429.257
C19,clasification,L1,washing,1,277.338
C19,clasification,L2,washing,0,14.006
C19,clasification,L3,washing,0,3.977
C19,clasification,L4,washing,0,3.61
C19,clasification,L5,washing,0,5.842
C19,clasification,L6,washing,0,7.507
C19,clasification,L7,washing,0,21.782
C20,clasification,L0,washing,2,447.49
C20,clasification,L1,washing,1,295.571
C20,clasification,L2,washing,0,32.239
C20,clasification,L3,washing,0,23.659
C20,clasification,L4,washing,0,17.58
C20,clasification,L5,washing,0,22.094
C20,clasification,L6,washing,0,15.522
C20,clasification,L7,washing,0,4.533
C21,clasification,L0,washing,3,447.377
C21,clasification,L1,washing,1,295.458
C21,clasification,L2,washing,0,32.126
C21,clasification,L3,washing,0,23.546
C21,clasification,L4,washing,0,17.467
C21,clasification,L5,washing,0,21.98
C21,clasification,L6,washing,0,15.408
C21,clasification,L7,washing,0,3.672
L0,washing,P1,producer,0,15.465
L0,washing,P2,producer,2,418.462
L0,washing,P3,producer,2,418.462
L0,washing,P4,producer,2,417.892
L0,washing,P5,producer,2,421.017
L0,washing,P6,producer,2,429.014
L0,washing,P7,producer,2,431.299
L0,washing,P8,producer,2,428.157
L0,washing,P9,producer,2,429.374
L0,washing,P10,producer,2,429.548
L0,washing,P11,producer,2,429.34
L0,washing,P12,producer,2,428.493
L0,washing,P13,producer,2,429.511
L0,washing,P14,producer,2,431.957
L0,washing,P15,producer,2,433.135
L0,washing,P16,producer,2,433.149
L0,washing,P17,producer,2,432.988
L0,washing,P18,producer,2,432.141
L0,washing,P19,producer,2,434.549
L0,washing,P20,producer,2,434.408
L0,washing,P21,producer,2,442.311
L0,washing,P22,producer,2,434.479
L0,washing,P23,producer,2,434.617
L0,washing,P24,producer,2,434.615
L0,washing,P25,producer,2,433.521
L0,washing,P26,producer,2,433.467
L0,washing,P27,producer,2,433.467
L0,washing,P28,producer,2,433.545
L0,washing,P29,producer,2,434.82
L0,washing,P30,producer,2,434.82
L0,washing,P31,producer,2,433.555
L0,washing,P32,producer,2,433.555
L0,washing,P33,producer,2,444.381
L0,washing,P34,producer,2,438.591
L0,washing,P35,producer,2,439.33
L0,washing,P36,producer,2,436.537
L0,washing,P37,producer,2,438.432
L0,washing,P38,producer,2,443.186
L0,washing,P39,producer,2,437.812
L0,washing,P40,producer,2,437.851
L0,washing,P41,producer,2,440.534
L0,washing,P42,producer,2,444.486
L0,washing,P43,producer,3,453.067
L0,washing,P44,producer,3,453.062
L0,washing,P45,producer,3,452.512
L0,washing,P46,producer,3,453.912
L0,washing,P47,producer,3,453.156
L0,washing,P48,producer,3,461.328
L0,washing,P49,producer,3,461.328
L0,washing,P50,producer,3,461.328
L0,washing,P51,producer,3,458.508
L0,washing,P52,producer,2,433.377
L0,washing,P53,producer,3,498.841
L0,washing,P54,producer,2,551.212
L0,washing,P55,producer,0,11.757
L0,washing,P56,producer,0,11.7
L0,washing,P57,producer,0,11.911
L0,washing,P58,producer,0,10.764
L0,washing,P59,producer,0,20.06
L0,washing,P60,producer,0,12.246
L0,washing,P61,producer,0,10.546
L0,washing,P62,producer,0,12.49
L0,washing,P63,producer,0,10.558
L0,washing,P64,producer,0,10.452
L0,washing,P65,producer,0,10.077
L0,washing,P66,producer,0,13.448
L0,washing,P67,producer,0,31.564
L0,washing,P68,producer,0,31.232
L1,washing,P1,producer,1,172.323
L1,washing,P2,producer,1,265.733
L1,washing,P3,producer,1,265.733
L1,washing,P4,producer,1,265.162
L1,washing,P5,producer,1,268.288
L1,washing,P6,producer,1,276.284
L1,washing,P7,producer,1,278.569
L1,washing,P8,producer,1,275.427
L1,washing,P9,producer,1,276.644
L1,washing,P10,producer,1,276.819
L1,washing,P11,producer,1,276.61
L1,washing,P12,producer,1,275.763
L1,washing,P13,producer,1,276.781
L1,washing,P14,producer,1,279.227
L1,washing,P15,producer,1,280.406
L1,washing,P16,producer,1,280.42
L1,washing,P17,producer,1,280.258
L1,washing,P18,producer,1,279.411
L1,washing,P19,producer,1,281.82
L1,washing,P20,producer,1,281.678
L1,washing,P21,producer,1,289.582
L1,washing,P22,producer,1,281.749
L1,washing,P23,producer,1,281.887
L1,washing,P24,producer,1,281.885
L1,washing,P25,producer,1,280.791
L1,washing,P26,producer,1,280.737
L1,washing,P27,producer,1,280.737
L1,washing,P28,producer,1,280.815
L1,washing,P29,producer,1,282.09
L1,washing,P30,producer,1,282.09
L1,washing,P31,producer,1,280.825
L1,washing,P32,producer,1,280.825
L1,washing,P33,producer,1,291.651
L1,washing,P34,producer,1,285.861
L1,washing,P35,producer,1,286.6
L1,washing,P36,producer,1,283.807
L1,washing,P37,producer,1,285.702
L1,washing,P38,producer,1,290.456
L1,washing,P39,producer,1,285.082
L1,washing,P40,producer,1,285.121
L1,washing,P41,producer,1,287.805
L1,washing,P42,producer,1,291.756
L1,washing,P43,producer,1,300.337
L1,washing,P44,producer,1,300.333
L1,washing,P45,producer,1,299.782
L1,washing,P46,producer,1,301.183
L1,washing,P47,producer,1,300.426
L1,washing,P48,producer,1,308.599
L1,washing,P49,producer,1,308.599
L1,washing,P50,producer,1,308.599
L1,washing,P51,producer,1,305.778
L1,washing,P52,producer,1,252.315
L1,washing,P53,producer,1,317.779
L1,washing,P54,producer,2,370.15
L1,washing,P55,producer,1,180.895
L1,washing,P56,producer,1,180.871
L1,washing,P57,producer,1,181.209
L1,washing,P58,producer,1,179.944
L1,washing,P59,producer,1,191.819
L1,washing,P60,producer,1,182.522
L1,washing,P61,producer,1,178.074
L1,washing,P62,producer,1,181.643
L1,washing,P63,producer,1,178.086
L1,washing,P64,producer,1,179.593
L1,washing,P65,producer,1,184.106
L1,washing,P66,producer,1,179.27
L1,washing,P67,producer,1,168.241
L1,washing,P68,producer,1,165.894
L2,washing,P1,producer,2,410.932
L2,washing,P2,producer,0,1.874
L2,washing,P3,producer,0,1.874
L2,washing,P4,producer,0,2.405
L2,washing,P5,producer,0,2.607
L2,washing,P6,producer,0,10.609
L2,washing,P7,producer,0,12.894
L2,washing,P8,producer,0,9.751
L2,washing,P9,producer,0,10.968
L2,washing,P10,producer,0,11.143
L2,washing,P11,producer,0,10.935
L2,washing,P12,producer,0,10.087
L2,washing,P13,producer,0,11.105
L2,washing,P14,producer,0,13.552
L2,washing,P15,producer,0,14.73
L2,washing,P16,producer,0,14.744
L2,washing,P17,producer,0,14.582
L2,washing,P18,producer,0,13.736
L2,washing,P19,producer,0,16.144
L2,washing,P20,producer,0,16.003
L2,washing,P21,producer,0,23.906
L2,washing,P22,producer,0,16.074
L2,washing,P23,producer,0,16.212
L2,washing,P24,producer,0,16.21
L2,washing,P25,producer,0,15.115
L2,washing,P26,producer,0,15.061
L2,washing,P27,producer,0,15.061
L2,washing,P28,producer,0,15.139
L2,washing,P29,producer,0,16.415
L2,washing,P30,producer,0,16.415
L2,washing,P31,producer,0,15.149
L2,washing,P32,producer,0,15.149
L2,washing,P33,producer,0,25.975
L2,washing,P34,producer,0,20.185
L2,washing,P35,producer,0,20.924
L2,washing,P36,producer,0,18.132
L2,washing,P37,producer,0,20.026
L2,washing,P38,producer,0,24.781
L2,washing,P39,producer,0,19.406
L2,washing,P40,producer,0,19.445
L2,washing,P41,producer,0,22.129
L2,washing,P42,producer,0,26.08
L2,washing,P43,producer,0,34.662
L2,washing,P44,producer,0,34.657
L2,washing,P45,producer,0,34.107
L2,washing,P46,producer,0,35.507
L2,washing,P47,producer,0,34.751
L2,washing,P48,producer,0,42.923
L2,washing,P49,producer,0,42.923
L2,washing,P50,producer,0,42.923
L2,washing,P51,producer,0,40.102
L2,washing,P52,producer,1,325.588
L2,washing,P53,producer,2,472.166
L2,washing,P54,producer,2,561.191
L2,washing,P55,producer,2,419.504
L2,washing,P56,producer,2,419.479
L2,washing,P57,producer,2,419.818
L2,washing,P58,producer,2,418.553
L2,washing,P59,producer,2,430.428
L2,washing,P60,producer,2,421.13
L2,washing,P61,producer,2,416.683
L2,washing,P62,producer,2,420.251
L2,washing,P63,producer,2,416.694
L2,washing,P64,producer,2,418.202
L2,washing,P65,producer,2,422.715
L2,washing,P66,producer,2,417.879
L2,washing,P67,producer,2,406.85
L2,washing,P68,producer,2,404.503
L3,washing,P1,producer,2,422.38
L3,washing,P2,producer,0,13.323
L3,washing,P3,producer,0,13.323
L3,washing,P4,producer,0,13.853
L3,washing,P5,producer,0,14.056
L3,washing,P6,producer,0,3.987
L3,washing,P7,producer,0,4.697
L3,washing,P8,producer,0,2.307
L3,washing,P9,producer,0,2.337
L3,washing,P10,producer,0,2.022
L3,washing,P11,producer,0,2.304
L3,washing,P12,producer,0,2.248
L3,washing,P13,producer,0,1.876
L3,washing,P14,producer,0,4.866
L3,washing,P15,producer,0,4.833
L3,washing,P16,producer,0,4.847
L3,washing,P17,producer,0,4.686
L3,washing,P18,producer,0,3.839
L3,washing,P19,producer,0,6.294
L3,washing,P20,producer,0,6.848
L3,washing,P21,producer,0,15.215
L3,washing,P22,producer,0,6.224
L3,washing,P23,producer,0,7.057
L3,washing,P24,producer,0,7.055
L3,washing,P25,producer,0,5.252
L3,washing,P26,producer,0,5.198
L3,washing,P27,producer,0,5.198
L3,washing,P28,producer,0,5.255
L3,washing,P29,producer,0,5.599
L3,washing,P30,producer,0,5.599
L3,washing,P31,producer,0,5.286
L3,washing,P32,producer,0,5.286
L3,washing,P33,producer,0,17.778
L3,washing,P34,producer,0,11.495
L3,washing,P35,producer,0,12.234
L3,washing,P36,producer,0,9.441
L3,washing,P37,producer,0,11.336
L3,washing,P38,producer,0,16.584
L3,washing,P39,producer,0,10.716
L3,washing,P40,producer,0,10.755
L3,washing,P41,producer,0,13.438
L3,washing,P42,producer,0,17.883
L3,washing,P43,producer,0,26.465
L3,washing,P44,producer,0,26.46
L3,washing,P45,producer,0,25.909
L3,washing,P46,producer,0,27.31
L3,washing,P47,producer,0,26.553
L3,washing,P48,producer,0,34.726
L3,washing,P49,producer,0,34.726
L3,washing,P50,producer,0,34.726
L3,washing,P51,producer,0,31.905
L3,washing,P52,producer,1,316.898
L3,washing,P53,producer,2,463.476
L3,washing,P54,producer,2,552.501
L3,washing,P55,producer,2,430.952
L3,washing,P56,producer,2,430.928
L3,washing,P57,producer,2,431.267
L3,washing,P58,producer,2,430.002
L3,washing,P59,producer,2,441.877
L3,washing,P60,producer,2,432.579
L3,washing,P61,producer,2,428.131
L3,washing,P62,producer,2,431.7
L3,washing,P63,producer,2,428.143
L3,washing,P64,producer,2,429.651
L3,washing,P65,producer,2,434.163
L3,washing,P66,producer,2,429.328
L3,washing,P67,producer,2,418.299
L3,washing,P68,producer,2,415.952
L4,washing,P1,producer,2,424.084
L4,washing,P2,producer,0,15.027
L4,washing,P3,producer,0,15.027
L4,washing,P4,producer,0,15.557
L4,washing,P5,producer,0,15.76
L4,washing,P6,producer,0,5.858
L4,washing,P7,producer,0,4.855
L4,washing,P8,producer,0,7.461
L4,washing,P9,producer,0,6.105
L4,washing,P10,producer,0,6.051
L4,washing,P11,producer,0,6.071
L4,washing,P12,producer,0,7.797
L4,washing,P13,producer,0,6.242
L4,washing,P14,producer,0,3.75
L4,washing,P15,producer,0,3.776
L4,washing,P16,producer,0,3.79
L4,washing,P17,producer,0,3.628
L4,washing,P18,producer,0,3.204
L4,washing,P19,producer,0,0.953
L4,washing,P20,producer,0,0.603
L4,washing,P21,producer,0,12.309
L4,washing,P22,producer,0,0.882
L4,washing,P23,producer,0,0.466
L4,washing,P24,producer,0,0.556
L4,washing,P25,producer,0,3.355
L4,washing,P26,producer,0,3.301
L4,washing,P27,producer,0,3.301
L4,washing,P28,producer,0,3.379
L4,washing,P29,producer,0,3.631
L4,washing,P30,producer,0,3.631
L4,washing,P31,producer,0,3.389
L4,washing,P32,producer,0,3.389
L4,washing,P33,producer,0,14.396
L4,washing,P34,producer,0,8.588
L4,washing,P35,producer,0,9.327
L4,washing,P36,producer,0,4.821
L4,washing,P37,producer,0,8.429
L4,washing,P38,producer,0,13.201
L4,washing,P39,producer,0,5.582
L4,washing,P40,producer,0,5.62
L4,washing,P41,producer,0,10.532
L4,washing,P42,producer,0,10.598
L4,washing,P43,producer,0,23.082
L4,washing,P44,producer,0,23.078
L4,washing,P45,producer,0,22.527
L4,washing,P46,producer,0,23.927
L4,washing,P47,producer,0,23.171
L4,washing,P48,producer,0,31.343
L4,washing,P49,producer,0,31.343
L4,washing,P50,producer,0,31.343
L4,washing,P51,producer,0,28.523
L4,washing,P52,producer,1,312.277
L4,washing,P53,producer,2,458.855
L4,washing,P54,producer,2,547.881
L4,washing,P55,producer,2,432.656
L4,washing,P56,producer,2,432.632
L4,washing,P57,producer,2,432.97
L4,washing,P58,producer,2,431.706
L4,washing,P59,producer,2,443.581
L4,washing,P60,producer,2,434.283
L4,washing,P61,producer,2,429.835
L4,washing,P62,producer,2,433.404
L4,washing,P63,producer,2,429.847
L4,washing,P64,producer,2,431.355
L4,washing,P65,producer,2,435.867
L4,washing,P66,producer,2,431.032
L4,washing,P67,producer,2,420.003
L4,washing,P68,producer,2,417.656
L5,washing,P1,producer,2,427.549
L5,washing,P2,producer,0,18.492
L5,washing,P3,producer,0,18.492
L5,washing,P4,producer,0,19.022
L5,washing,P5,producer,0,19.225
L5,washing,P6,producer,0,9.322
L5,washing,P7,producer,0,8.32
L5,washing,P8,producer,0,10.926
L5,washing,P9,producer,0,8.302
L5,washing,P10,producer,0,8.248
L5,washing,P11,producer,0,8.268
L5,washing,P12,producer,0,9.201
L5,washing,P13,producer,0,8.439
L5,washing,P14,producer,0,6.853
L5,washing,P15,producer,0,7.233
L5,washing,P16,producer,0,7.247
L5,washing,P17,producer,0,7.086
L5,washing,P18,producer,0,6.82
L5,washing,P19,producer,0,6.167
L5,washing,P20,producer,0,6.025
L5,washing,P21,producer,0,13.402
L5,washing,P22,producer,0,6.096
L5,washing,P23,producer,0,6.234
L5,washing,P24,producer,0,6.232
L5,washing,P25,producer,0,3.636
L5,washing,P26,producer,0,3.582
L5,washing,P27,producer,0,3.582
L5,washing,P28,producer,0,3.496
L5,washing,P29,producer,0,4.042
L5,washing,P30,producer,0,4.042
L5,washing,P31,producer,0,2.965
L5,washing,P32,producer,0,2.965
L5,washing,P33,producer,0,15.489
L5,washing,P34,producer,0,9.682
L5,washing,P35,producer,0,10.421
L5,washing,P36,producer,0,5.114
L5,washing,P37,producer,0,9.523
L5,washing,P38,producer,0,14.294
L5,washing,P39,producer,0,7.792
L5,washing,P40,producer,0,7.859
L5,washing,P41,producer,0,11.625
L5,washing,P42,producer,0,15.594
L5,washing,P43,producer,0,24.175
L5,washing,P44,producer,0,24.171
L5,washing,P45,producer,0,23.62
L5,washing,P46,producer,0,25.021
L5,washing,P47,producer,0,24.264
L5,washing,P48,producer,0,32.436
L5,washing,P49,producer,0,32.436
L5,washing,P50,producer,0,32.436
L5,washing,P51,producer,0,29.616
L5,washing,P52,producer,1,312.055
L5,washing,P53,producer,2,458.633
L5,washing,P54,producer,2,547.658
L5,washing,P55,producer,2,436.121
L5,washing,P56,producer,2,436.097
L5,washing,P57,producer,2,436.435
L5,washing,P58,producer,2,435.171
L5,washing,P59,producer,2,447.046
L5,washing,P60,producer,2,437.748
L5,washing,P61,producer,2,433.3
L5,washing,P62,producer,2,436.869
L5,washing,P63,producer,2,433.312
L5,washing,P64,producer,2,434.82
L5,washing,P65,producer,2,439.332
L5,washing,P66,producer,2,434.497
L5,washing,P67,producer,2,423.468
L5,washing,P68,producer,2,421.121
L6,washing,P1,producer,2,429.913
L6,washing,P2,producer,0,20.856
L6,washing,P3,producer,0,20.856
L6,washing,P4,producer,0,21.386
L6,washing,P5,producer,0,21.589
L6,washing,P6,producer,0,11.686
L6,washing,P7,producer,0,10.684
L6,washing,P8,producer,0,13.29
L6,washing,P9,producer,0,11.934
L6,washing,P10,producer,0,11.879
L6,washing,P11,producer,0,11.9
L6,washing,P12,producer,0,13.626
L6,washing,P13,producer,0,12.071
L6,washing,P14,producer,0,9.58
L6,washing,P15,producer,0,9.605
L6,washing,P16,producer,0,9.619
L6,washing,P17,producer,0,9.457
L6,washing,P18,producer,0,9.033
L6,washing,P19,producer,0,7.327
L6,washing,P20,producer,0,7.185
L6,washing,P21,producer,0,7.369
L6,washing,P22,producer,0,7.257
L6,washing,P23,producer,0,6.723
L6,washing,P24,producer,0,6.812
L6,washing,P25,producer,0,6.987
L6,washing,P26,producer,0,6.933
L6,washing,P27,producer,0,6.933
L6,washing,P28,producer,0,6.841
L6,washing,P29,producer,0,6.239
L6,washing,P30,producer,0,6.239
L6,washing,P31,producer,0,7.28
L6,washing,P32,producer,0,7.28
L6,washing,P33,producer,0,9.46
L6,washing,P34,producer,0,3.343
L6,washing,P35,producer,0,3.826
L6,washing,P36,producer,0,3.568
L6,washing,P37,producer,0,3.186
L6,washing,P38,producer,0,8.265
L6,washing,P39,producer,0,1.25
L6,washing,P40,producer,0,1.315
L6,washing,P41,producer,0,4.413
L6,washing,P42,producer,0,6.779
L6,washing,P43,producer,0,18.146
L6,washing,P44,producer,0,18.142
L6,washing,P45,producer,0,17.591
L6,washing,P46,producer,0,18.992
L6,washing,P47,producer,0,18.235
L6,washing,P48,producer,0,26.407
L6,washing,P49,producer,0,26.407
L6,washing,P50,producer,0,26.407
L6,washing,P51,producer,0,23.587
L6,washing,P52,producer,1,306.178
L6,washing,P53,producer,2,452.756
L6,washing,P54,producer,2,541.781
L6,washing,P55,producer,2,438.485
L6,washing,P56,producer,2,438.461
L6,washing,P57,producer,2,438.799
L6,washing,P58,producer,2,437.535
L6,washing,P59,producer,3,449.41
L6,washing,P60,producer,2,440.112
L6,washing,P61,producer,2,435.664
L6,washing,P62,producer,2,439.233
L6,washing,P63,producer,2,435.676
L6,washing,P64,producer,2,437.184
L6,washing,P65,producer,2,441.696
L6,washing,P66,producer,2,436.861
L6,washing,P67,producer,2,425.832
L6,washing,P68,producer,2,423.485
L7,washing,P1,producer,2,440.489
L7,washing,P2,producer,0,31.432
L7,washing,P3,producer,0,31.432
L7,washing,P4,producer,0,31.962
L7,washing,P5,producer,0,32.165
L7,washing,P6,producer,0,22.262
L7,washing,P7,producer,0,21.26
L7,washing,P8,producer,0,23.866
L7,washing,P9,producer,0,22.509
L7,washing,P10,producer,0,22.455
L7,washing,P11,producer,0,22.476
L7,washing,P12,producer,0,24.202
L7,washing,P13,producer,0,22.647
L7,washing,P14,producer,0,20.156
L7,washing,P15,producer,0,20.181
L7,washing,P16,producer,0,20.195
L7,washing,P17,producer,0,20.033
L7,washing,P18,producer,0,19.609
L7,washing,P19,producer,0,19.344
L7,washing,P20,producer,0,19.202
L7,washing,P21,producer,0,11.957
L7,washing,P22,producer,0,19.273
L7,washing,P23,producer,0,17.651
L7,washing,P24,producer,0,17.741
L7,washing,P25,producer,0,19.182
L7,washing,P26,producer,0,19.128
L7,washing,P27,producer,0,19.128
L7,washing,P28,producer,0,19.036
L7,washing,P29,producer,0,18.075
L7,washing,P30,producer,0,18.075
L7,washing,P31,producer,0,19.795
L7,washing,P32,producer,0,19.795
L7,washing,P33,producer,0,7.018
L7,washing,P34,producer,0,13.125
L7,washing,P35,producer,0,11.749
L7,washing,P36,producer,0,17.113
L7,washing,P37,producer,0,13.287
L7,washing,P38,producer,0,7.816
L7,washing,P39,producer,0,14.264
L7,washing,P40,producer,0,14.303
L7,washing,P41,producer,0,11.387
L7,washing,P42,producer,0,9.896
L7,washing,P43,producer,0,4.123
L7,washing,P44,producer,0,4.118
L7,washing,P45,producer,0,5.255
L7,washing,P46,producer,0,5.31
L7,washing,P47,producer,0,4.554
L7,washing,P48,producer,0,14.939
L7,washing,P49,producer,0,14.939
L7,washing,P50,producer,0,14.939
L7,washing,P51,producer,0,12.119
L7,washing,P52,producer,1,303.461
L7,washing,P53,producer,2,450.039
L7,washing,P54,producer,2,539.064
L7,washing,P55,producer,3,449.061
L7,washing,P56,producer,3,449.037
L7,washing,P57,producer,3,449.375
L7,washing,P58,producer,3,448.111
L7,washing,P59,producer,3,459.986
L7,washing,P60,producer,3,450.688
L7,washing,P61,producer,3,446.24
L7,washing,P62,producer,3,449.809
L7,washing,P63,producer,3,446.252
L7,washing,P64,producer,3,447.76
L7,washing,P65,producer,3,452.272
L7,washing,P66,producer,3,447.437
L7,washing,P67,producer,2,436.408
L7,washing,P68,producer,2,434.06
